OBJECTID,Site Name,Address,NPL Status,Site type category,Site type subcategory,Enforcement agreement type,Agreement approval date,Money paid to EPA to do additional cleanup work,Reimbursable Past Costs to EPA,Est. Value of Cleanup Work,Work Party(ies),Type of cleanup work,Link to site profile page,x,y
24,Norwood PCBs,"Near Rte 1 & Dean Street, Norwood, MA, 02062",Deleted,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,Consent Decree,1/10/1997,,,7130000,"Cooper Industries, Inc.<br>Cooper Industries, Inc.<br>Cornell Dubilier Electronics, Inc.<br>Federal Pacific Electric Co.<br>Friedland Brothers Enterprises<br>Harold Friedland<br>Jack Friedland<br>Leonard Friedland","PRP Remedial Action, Government Long Term Response Action, Operations & Maintenance, Government Remedial Action, Government Remedial Design",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100732,-7925112.848300122,5188105.6573322285
25,"Landfill & Resource Recovery, Inc. (L&Rr)","Oxford Rd, North Smithfield, RI, 02876",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,10/3/1997,,1335000,525000,"Avnet, Inc.<br>Boston Edison Company<br>CCL Custom Manufacturing, Inc.<br>Charles S. Wilson<br>Clean Harbors of Braintree, Inc.<br>Corning Incoporated<br>David Wilson<br>Dexter Corporation<br>General Dynamics Corporation<br>J. Robert Cannon<br>J. Scott Cannon<br>Landfill & Resource Recovery, Inc.<br>Olin Corporation<br>Polaroid Corporation<br>Stanley-Bostitch, Inc.<br>State of Rhode Island<br>Truk-Away of R.I., Inc.<br>United Dominion Industries, Inc.<br>Waste Management of Massachusetts, Inc.","PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101265,-7969251.026399654,5157909.137939063
26,Old Southington Landfill,"Old Turnpike Rd, Southington, CT, 06489",Deleted,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,6/12/1998,,,19700000,"A & F Service Station, Inc.<br>American Standard Co.<br>Ampco-Pittsburgh Corp.<br>Anchorage Inc., The<br>APCO Product-Related Parties/Facilities<br>ATRAX-Related Parties/Facilities<br>Baron & Young Co., Inc.<br>Barridon Corporation<br>Bradley Memorial Hospital<br>Brophy Metal Products, Inc.<br>Bruce Manufacturing & Molding Co., Inc.<br>Buswell Metal Products Inc.<br>Clark Bros. Bolt Co., Inc.<br>Clr Corporation<br>Connecticut Centerless Grinding Co., The<br>Consolidated Industries, Inc.<br>Cramer Control<br>Creed Monarch, Inc.<br>Dainty Rubbish Service, Inc.<br>Dibenedetto, Frank<br>Eddy Electric Motor Co., Inc.<br>Fairchild Auto-Mated Parts, Inc.<br>Fansteel, Inc.<br>Five Star Co., The<br>Gemco Mfg. Co., Inc.<br>General Electric Company<br>General Host Corp.<br>George Schmitt & Co.-Related Parties/Facilities<br>Gibbs Wire & Steel Co., Inc.<br>Gould, Inc.<br>Guard All Chemical Co., Inc.<br>Har-Conn Chrome Co., The<br>Ideal Forging Corp.<br>Imperial Spring Co., Inc.<br>Industrial Spraying, Inc.<br>J.J. Ryan Corp.<br>Japenamelac Corp.<br>Jay Sons Screw Machine Products, Inc.<br>Job Plating<br>John Armitage/Voltax Co., Inc.<br>Kaba High Security Locks Corp.<br>Lake Eyelet Manufacturing Co., Inc.<br>Louis Perillo Oil., Inc.<br>M. Swift and Sons, Inc.<br>Magnesium Casting Company<br>Marion Metal Products<br>Marion Tool<br>Mayhew Steel Products, Inc.<br>Millennium Petrochemicals, Inc.<br>Nelson Screw Machine, Division of N.T.T., Inc.<br>Nelson Tool & Machine Co., Inc.<br>New Haven Mfg. Corp.<br>Newcomb Spring Corporation<br>Nickson Industries, Inc.<br>O.S. Walker Co., Inc.<br>Owen Tool & Manufacturing Co., Inc.<br>P.M. Services, Inc.<br>Palumbo's Exxon<br>Providence Metallizing Co., Inc.<br>Quality Coils, Inc.<br>Reynolds & Markham, Inc.<br>Rogers Manufacturing Co., Inc. The<br>Siemon Co.-Related Parties/Facilities<br>Solvents Recovery Service of NE, Inc.<br>Stanley Works, The<br>Textron, Inc.<br>The GMT Mfg. Co., Inc.<br>Torrey S. Crane Company<br>Town of Southington<br>Towne Dry Cleaners, Inc.<br>United Technologies Corp.<br>Viking Aluminum Products, Inc.<br>W.A. Parsons Company<br>Waste Material Trucking Co., Inc.<br>Waterbury Screw Machine<br>Wesson Heating and Air Cond., Inc.<br>Western Pacific Industries, Inc.","PRP Remedial Action, PRP Long Term Response Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100251,-8113180.337506425,5098147.972662108
27,Coakley Landfill,"480 Breakfast Hill Rd, North Hampton, NH, 03840",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,1/11/1999,,1250000,1000000,"1001 Islington Street, Inc.<br>Automotive Supply Associates, Inc.<br>Blake, Gary, Inc.<br>Booth Fisheries Corp.<br>Bournival Inc.<br>Browning Ferris Industries<br>City of Portsmouth/NH<br>Custom Pools Inc.<br>Erie Scientific Co.<br>Great Bay Marine, Inc.<br>GTE Products<br>K.J. Quinn and Co., Inc. (Seabrook, NH)<br>Kmart Corporation<br>Mobil Oil Corporation<br>New England Telephone and Telegraph Company<br>Newington Midas Muffler<br>Northern Utilities<br>PMC Liquidation, Inc.<br>Public Service of New Hampshire<br>S & H Precision Manufacturing Co., Inc.<br>Saef Lincoln Mercury D/B/A/ Goss Lincoln Mercury<br>Seacoast Volkswagen, Inc.<br>Simplex Technologies, Inc.<br>Town of Newington/NH<br>Town of North Hampton/NH<br>United Technologies Corp.<br>Waste Management of Maine<br>Waste Management, Inc.","PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101107,-7883336.758475735,5312140.954002945
28,Parker Sanitary Landfill,"Lily Pond Rd., Lyndon, VT, 05849",Final,Waste Management,Industrial waste landfill,Unilateral Administrative Order,4/26/1999,,,7000000,Vermont American Corp.<br>Vermont American Corporation,"PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101491,-8013827.691973423,5546052.351428784
29,Burgess Brothers Landfill,"Rte 9, Woodford, VT, 05201",Final,Waste Management,Multiple,Consent Decree,9/10/1999,,374143.51,3600000,"Burgess Brothers, Inc.<br>Burgess, Clyde, Jr.<br>Eveready Battery Co., Inc./Ralston Purina Co.","PRP Remedial Design, PRP Remedial Action, Five Year Review, PRP Long Term Response Action, PRP Feasibility Study",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101450,-8143036.224937178,5293429.86702623
30,Pine Street Canal,"Pine Street, Burlington, VT, 05401",Final,Manufacturing/Processing/Maintenance,Coal gasification,Consent Decree,2/11/2000,,5594205.3,6000000,"453 Pine Street Associates, Inc.<br>BCV Associates, Inc.<br>Burlington, City of<br>Citizens Oil Company<br>Davis Development<br>General Dynamics Armament Systems Inc.<br>General Electric Company<br>Green Mountain Power Co.<br>Heublein, Inc.<br>Lockheed Martin Corp<br>Maltex Company, Inc.<br>Martin Marietta Corp<br>Maytag Corp<br>New England Electric Systems<br>Southern Union Company<br>Specialty Filaments Inc.<br>UGI Corporation<br>Uhlmann Co (Standard Milling Co.<br>Vermont Agency of Transportation<br>Vermont Gas Systems<br>Vermont Railway","PRP Remedial Design, PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action, PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101479,-8150597.267390841,5537946.604260747
31,Auburn Road Landfill,"Auburn Rd, Londonderry, NH, 03053",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,3/10/2000,,5840000,35430000,"Allard Industries<br>American Biltrite Inc.<br>Atlantic Grinding and Welding Inc.<br>BAE Systems Information and Electronic Systems Integration, Inc.<br>BASF Corp.<br>Bemis Co., Inc.<br>Browning Ferris Industries<br>Consolidated Plastics<br>Continental Can Company Inc.<br>Crompton Modutec Inc.<br>Exxon Corporation<br>Freudenberg-Nok General Partnership<br>Gencorp Inc.<br>General Latex & Chemical Corp.<br>Grassy Knoll Associates<br>Hadco Corp<br>Hitchiner Manufacturing Co., Inc.<br>Honeywell, Inc.<br>Johnson, Peter<br>Lockheed Martin Corp<br>McGraw Edison Co<br>Pinard Waste<br>Raytheon Company<br>Scovill, Inc.<br>Summit Packaging Systems Inc.<br>Tel Labs Inc.<br>Town of Londonderry<br>Velcro USA, Inc.<br>Waste Management of Maine, Inc.<br>Waste Management, Inc.<br>Workplace Systems, Inc.<br>Waste Management of Massachusetts, Inc.","PRP Remedial Design, PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101137,-7942968.494623368,5301353.602753719
32,Gallup's Quarry,"Route 12, Plainfield, CT, 06374",Final,Waste Management,Other,Consent Decree,5/17/2000,,3700,2152000,"American Cyanamid Co.<br>Ashland Chemical, Inc.<br>Bedoukian Research, Inc.<br>CHR Industries, Inc.<br>Colonial Heights Packaging Inc.<br>Conopco Inc.<br>Dexsil Chemical Company<br>Dorr-Oliver<br>Eaton Corporation<br>Emhart Industries Inc.<br>Ferro Corporation<br>FKI Industries Inc.<br>Illinois Tool Works Inc.<br>Instapak Corporation<br>Kanthal Special Alloys Corp. (Bethel, Ct)<br>King Industries, Inc.<br>Micro-Etch Products, Inc.<br>New England Laminants Company, Incorporated<br>Perkin-Elmer Corporation<br>Pitney Bowes, Inc.<br>Quality Rolling and Deburring Company, Inc.<br>R.T. Vanderbilt Company, Inc.<br>Reichhold Chemicals, Inc.<br>Rexam Corp<br>Risdon Manufacturing Company<br>Stamford Wallpaper Company, Inc.<br>Union Carbide Corporation<br>Vanderbilt Chemical Corporation<br>Waterbury Plating Company<br>Westinghouse Electric Corporation",Groundwater Monitoring,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100201,-8006560.978253422,5110971.286379722
33,GE - Housatonic River,"Between Pittsfield and Lenox, MA, Pittsfield, MA, 01201",Proposed,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,Consent Decree,10/27/2000,,13459738,613000000,General Electric Company,"PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Remedial Design, PRP Remedial Design",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100460,-8152173.662699964,5228669.377413881
34,Iron Horse Park,"High St, Billerica, MA, 01862",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,4/19/2001,,1590900,15000000,"Acme Printing Company, Inc.<br>American Finish & Chemical Co.<br>Bixby International Corporation<br>Boston Edison Co.<br>Browing-Ferris Industries, Inc.<br>Cambridge Tool & Manufacturing Co., Inc.<br>Commonwealth Gas Co.<br>Computervision<br>Congress Technical Spray Co.<br>Crimson Printing<br>De Haart, Inc.<br>Federal Metal Finishing, Inc.<br>Fisons Corporation<br>General Electric Company<br>General Latex & Chemical Corp.<br>General Signal Corporation<br>Graphic Arts Finishers<br>GTE Products<br>Graypond Realty Corporation<br>Irving Shaffer<br>Massachusetts Bay Transportation Authority <br>Massachusetts Institute of Technology<br>Monsanto Company<br>Norton Company<br>Polaroid Corporation<br>Pope Industries<br>Primerica Corporation<br>Raytheon Co.<br>Rogers Foam Corporation<br>Roy Brothers, Inc.<br>Screen Print/Dow<br>Sherwin-Williams Company<br>Sterling Clark Lutton<br>Suffolk Services, Inc.<br>Teradyne<br>The Gillette Company<br>Volkswagon of America<br>W.E. Andrews Company, Inc.<br>W.R. Grace & Company<br>Waste Management, Inc.","PRP Remedial Design, PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100524,-7933213.456325658,5248764.099884697
35,Fletcher's Paint Works & Storage,"21 Elm St., Milford, NH, 03055",Final,Multiple,Multiple,Unilateral Administrative Order,7/16/2001,,,14600000,General Electric Company,"PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101085,-7976642.640588334,5287012.235078208
36,Rose Hill Regional Landfill,"Rose Hill Rd, South Kingstown, RI, 02880",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,3/13/2003,,4000000,1590000,Town of Narragansett<br>Town of South Kingstown,"Five Year Review, Operations & Maintenance, Government Remedial Action, Government Remedial Design",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101279,-7958416.189041256,5082039.150945969
37,Barkhamsted-New Hartford Landfill,"Route 44, Barkhamsted, CT, 06063",Final,Multiple,Multiple,Consent Decree,5/8/2003,100000,483304.55,1200000,"Baltimore Bus. Forms/The Reynolds & Reynolds Co.<br>Barden Corporation<br>Coca Cola Company<br>Cooper Industries, Inc.<br>Howmet Corp.<br>Hudson Wire Co.<br>Lambert Kay/Division Carter-Wallace, Inc.<br>Ovation Instruments/Division Kaman Music Corp.<br>Regional Refuse Disposal District No. 1<br>SKF USA Inc.<br>TRW Inc.<br>Waring Products/Div. of Dynamics Corp. Of. America<br>Wheeler Group, Inc./Division of Pitney Bowes, Inc.","PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100255,-8125135.8281786395,5145106.433423007
38,O'Connor Co.,"Eastern Ave, Rt 17, Augusta, ME, 04330",Deleted,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,Consent Decree,3/29/2004,2000000,2000000,14000000,Central Maine Power Company,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action, PRP Long Term Response Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101031,-7763081.095559028,5512283.878017245
39,Olin Chemical,"51 Eames St, Wilmington, MA, 01887",Final,Manufacturing/Processing/Maintenance,Chemicals and allied products,Administrative Order on Consent,6/28/2007,,,6000000,American Biltrite Inc.<br>Olin Corporation<br>Stepan Chemical Corp.,"PRP Remedial Investigation/Feasibility Study, PRP Remedial Investigation/Feasibility Study, PRP Remedial Investigation/Feasibility Study",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100438,-7920814.691441102,5240410.833531513
40,Iron Horse Park,"High St, Billerica, MA, 01862",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,6/27/2008,3500000,,23530000,BNZ Materials Inc.<br>Boston & Maine Corporation<br>Massachusetts Bay Transportation Authority ,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action, PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100524,-7933213.456325658,5248764.099884697
41,Beede Waste Oil,"7 Through 11 Kelley Road, Plaistow, NH, 03865",Final,Recycling,Waste/used oil,Consent Decree,7/22/2008,7233506,,48000000,"1400 Motors<br>A & B Automotive Inc.<br>Air Products & Chem<br>Bill Deluca Enterprises Inc.<br>Boston & Maine Corp<br>Balise Chevrolet<br>Bardon Trimount. Inc.<br>City of Gloucester<br>City of Peabody<br>City of Providence<br>Coca-Cola Enterprises Inc.<br>Colonial Gas Company<br>Continental Paving Inc.<br>Covanta Haverhill Inc.<br>Criterion Systems<br>Colonial Cadillac, Inc.<br>Cumberland Farms, Inc.<br>Dampolo Automotive Inc.<br>Daly Oil<br>Drake Petroleum Company, Inc.<br>Enzo's Nahant Garage<br>ExxonMobil Refining & Supply Company<br>Empire Chevrolet, Inc.<br>Fleet Bank<br>Fort James Corporation<br>Fluor Power Systems<br>Gencorp Inc.<br>General Electric Company<br>Garelick Farms, Inc.<br>Greased Lightning of Massachusetts, Inc.<br>H. J. Nassar Motor Company, Inc.<br>Haffner's Service Stations Inc.<br>Henry  Mark O<br>Henry's Auto Parts Inc.<br>Hughes Motor Company<br>John Arvanites<br>Jaffarian's Service, Inc.<br>Larry's Service<br>Laidlaw Transit, Inc.<br>McKenna & O'Keefe Auto Repairs Inc.<br>Mel's Towing & Auto Service Inc.<br>Micromatic Products Co Inc.<br>Massachusetts Water Resources Authority<br>Merchant Motors<br>Murphy's Oil Service<br>Ne Detroit Diesel<br>New England Electrical Systems<br>Noyes CITGO Service<br>P. J. Keating<br>Pelletier Bros Garage<br>Plymouth & Brockton Street Railway<br>Plymouth Rock Transporation Corporation<br>Power's Auto Service<br>Pratt & Whitney<br>Pike Industries<br>Quirk Chevrolet<br>Quirk Ford<br>R B Strong Excavation & Sewerage Contractor Inc.<br>Reynold's Auto Repair<br>Rick Starr Ford<br>Rietzl Corporation<br>Rietzl Porsche Audi<br>Reagan Ford, Inc.<br>Ruland Manufacturing<br>Ryder Truck Rental, Inc.<br>S & H Petroleum Corp<br>Signature Flight Support Corporation (Butler Aviat<br>Silva's Garage<br>Sears Roebuck & Company<br>Smith Motor Sales<br>Sudbay Pontiac-Cadillac-Buick, Inc.<br>Towers Front End and Service<br>Town of Andover<br>Town of Ipswich<br>Town of Marshfield<br>Town of Salem NH<br>Truck Service Inc.<br>Triumvirate Environmental, Inc.<br>United Parcel Service<br>Vachon Mazda-Mitsubishi<br>Village Automotive Group<br>Vernon Plastics Corporation<br>Wayside Service Center<br>WNA Comet East Inc.<br>Woodworth Chevrolet<br>Waste Management<br>Yeo Chevrolet, Inc.","PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102723,-7915471.355883025,5289938.73548191
42,Dover Municipal Landfill,"Tolend Rd, Dover, NH, 03820",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,11/14/2008,,21584.13,19400000,"Bayhead Products<br>Browning-Ferris Industries, Inc.<br>City of Dover<br>Clarostat Manufacturing Company, Inc.<br>Cleary Cleaners, Inc.<br>CVS Pharmacy, Inc.<br>Eastern Air Devices, Inc.<br>Electric Motor Servicenter, Inc.<br>Franklin Electric Plating Co., Inc.<br>General Electric Company<br>George J. Foster & Co., Inc.<br>GFS Manufacturing Co.<br>Melville Corporation<br>Moore Business Forms, Inc.<br>New England Telephone<br>Northeast Container Corp.<br>Portland Glass<br>Public Service of New Hampshire<br>Rosen, Leonard<br>Town of Madbury<br>United Parcel Service, Inc.<br>Varney's Cleaners and Laundercenter<br>Waste Management of Maine, Inc.<br>Waste Management of New Hampshire<br>Wentworth-Douglas Hospital","PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101125,-7898451.830255138,5344372.650101037
43,Industri-Plex,"Commerce & Atlantic, Woburn, MA, 01801",Final,Manufacturing/Processing/Maintenance,Chemicals and allied products,Consent Decree,11/24/2008,5545000,6000000,25700000,Bayer Cropscience Inc.<br>Monsanto Co.<br>Pharmacia Corporation,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100580,-7919454.367263614,5238690.926259556
44,Shpack Landfill,"Union Rd, Norton/Attleboro, MA, 02703",Deleted,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,1/27/2009,2900000,,29000000,"Attleboro Landfill, Inc.<br>CCL Custom Manufacturing, Inc.<br>Chevron USA, Inc.<br>City of Attleboro<br>Conocophilips Company<br>Englehard Corporation<br>General Cable Industries Inc.<br>Handy & Harman, Inc.<br>International Paper Company<br>Larson Tool & Stamping Co.<br>Swank, Inc.<br>Teknor Apex Co<br>Texas Instruments Inc.<br>Town of Norton<br>US Department of Energy<br>Waste Management North America","PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100655,-7929843.926658838,5152494.478897061
